"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Marvel Black Panther Wakanda Forever Ironheart Sigil T-Shirt
&gt;&gt;Click here to buy: https://t.co/cUgooIsHlf
#Marvel… https://t.co/LuBqouMpuX",FALSE,0,NA,2022-11-27 01:35:19,TRUE,NA,"1596679025203630080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","peakstuffstyle",0,FALSE,FALSE,NA,NA
"Marvel Black Panther Wakanda Forever Ironheart Riri Williams Portrait T-Shirt
&gt;&gt;Click here to buy:… https://t.co/SVcJmLZqVg",FALSE,0,NA,2022-11-27 01:34:50,TRUE,NA,"1596678903313051649",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","peakstuffstyle",0,FALSE,FALSE,NA,NA
"Marvel Black Panther Wakanda Forever Ironheart Hero Pose T-Shirt
&gt;&gt;Click here to buy: https://t.co/xTXMwOvuvo… https://t.co/JSFpKUL08F",FALSE,0,NA,2022-11-27 01:33:25,TRUE,NA,"1596678548894281733",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","peakstuffstyle",0,FALSE,FALSE,NA,NA
"Marvel Black Panther Wakanda Forever Atlantean Warlord Attuma T-Shirt
&gt;&gt;Click here to buy: https://t.co/zqlp0IeEOW… https://t.co/PkgKlIOMmr",FALSE,0,NA,2022-11-27 01:32:52,TRUE,NA,"1596678410847154176",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","peakstuffstyle",0,FALSE,FALSE,NA,NA
"Try to have us cry TOO early in the movie. Lol
#wakanda",FALSE,0,NA,2022-11-27 01:05:31,FALSE,NA,"1596671526325354497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrownEyesWander",0,FALSE,FALSE,NA,NA
"Auction! Prince Namor Sub-Mariner #1 #2 #4 1984 Black Panther
https://t.co/n0Is0AZIEe #blackpanther… https://t.co/Ac75yA6WBW",FALSE,0,NA,2022-11-27 00:42:20,TRUE,NA,"1596665694766366720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4the_collection",0,FALSE,FALSE,NA,NA
"Auction! Saga of the Sub-Mariner Lot #2 #3 #4 #5 #6 #7 1988 
https://t.co/jLyXYLsK6e
#blackpanther… https://t.co/g10hBTCFGX",FALSE,0,NA,2022-11-27 00:36:58,TRUE,NA,"1596664342870908928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","4the_collection",0,FALSE,FALSE,NA,NA
"In an interview w/ @RollingStone, Joe Robert Cole stated that #Nakia &amp; #MBaku were both initially considered to be… https://t.co/fHUPj0M5FB",FALSE,0,NA,2022-11-26 23:54:47,TRUE,NA,"1596653725136715776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Geekyscape",0,FALSE,FALSE,NA,NA
"@white_pod @EvNarc Great discussion love Evan's work, but the situation with the character #MBaku . For those who'v… https://t.co/9NMhy92dvD",FALSE,1,"white_pod",2022-11-26 21:58:58,TRUE,"1596560377055412224","1596624578583097345","1403439158664777734","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JerrellZod",0,FALSE,FALSE,NA,NA
"RT @istaygood: 📣 New Podcast! ""Episode 159 - The Narrative Podcast"" on @Spreaker #apple_podcast #facebook #google_podcasts #instagram #narr…",FALSE,0,NA,2022-11-26 21:51:11,FALSE,NA,"1596622620216070144",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">WordPressBot_</a>","wpbot_rt",1,TRUE,FALSE,NA,NA
"📣 New Podcast! ""Episode 159 - The Narrative Podcast"" on @Spreaker #apple_podcast #facebook #google_podcasts… https://t.co/84nwzlEaqF",FALSE,0,NA,2022-11-26 21:51:04,TRUE,NA,"1596622594161229825",NA,"<a href=""https://www.spreaker.com"" rel=""nofollow"">Spreaker</a>","istaygood",1,FALSE,FALSE,NA,NA
"Whether I’m Up Or Down Im Still At Work Phone Don’t Stop Ringing Artist Need Resources #BusinessMoves #Nchiphop… https://t.co/HvBaJLONxW",FALSE,0,NA,2022-11-26 21:48:36,TRUE,NA,"1596621973517488128",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamdertyden",0,FALSE,FALSE,NA,NA
"@ausstockchick Great for Canada. See you down the line of this energy transition from fossil to #EV, #BEV, with… https://t.co/6PialyWGeP",FALSE,3,"ausstockchick",2022-11-26 21:36:48,TRUE,"1596470871245598722","1596619003669381120","1514402976969883651","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joe_mbaya",0,FALSE,FALSE,NA,NA
"RT @IshTheOwlsGuy: #They want us to hit ✨#Dance✨ ✨#Moves✨ in ✨#Africa✨ with the ✨#Wakanda✨ ✨#Crew✨. 🤭

@TreySongz",FALSE,0,NA,2022-11-26 21:35:03,FALSE,NA,"1596618563082592257",NA,"<a href=""http://www.ghanaleaksblog.com/"" rel=""nofollow"">X-Droid</a>","ghanaleaksblog",1,TRUE,FALSE,NA,NA
"#They want us to hit ✨#Dance✨ ✨#Moves✨ in ✨#Africa✨ with the ✨#Wakanda✨ ✨#Crew✨. 🤭

@TreySongz",FALSE,0,NA,2022-11-26 21:34:51,FALSE,NA,"1596618511781986304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IshTheOwlsGuy",1,FALSE,FALSE,NA,NA
"RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original 'Blac…",FALSE,0,NA,2022-11-26 21:32:30,FALSE,NA,"1596617920670765056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FlourishingBi",8,TRUE,FALSE,NA,NA
"Just finished watching Black Panther. I was good throughout the whole movie...

Until thee end...

#WakandaForever… https://t.co/MCIQNBl3jN",FALSE,2,NA,2022-11-26 21:32:03,TRUE,NA,"1596617807613009920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MissMillions",0,FALSE,FALSE,NA,NA
"Took a trip to Wakanda… #wakanda #kimoyobeads #blackpanther #wakandaforever https://t.co/dCUi7TsxBS",FALSE,1,NA,2022-11-26 20:27:45,FALSE,NA,"1596601624801300481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","themostlymegan",0,FALSE,FALSE,NA,NA
"Bruh who needs craftsman when you got the #BlackPanther #wakanda tool set. I hear they're made in wakanda.... ok nv… https://t.co/LK62VK70d7",FALSE,1,NA,2022-11-26 20:25:19,TRUE,NA,"1596601014337110019",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MS_FACTORY_88",0,FALSE,FALSE,NA,NA
"RT @jpfrombirth: MY WAKANDA FOREVER SONG IS OUT NOW ON ALL STREAMING PLATFORMS! LINK HERE https://t.co/qoSpIbTa8P 🔥🔥🔥🔥🔥🔥

#Wakanda #wakanda…",FALSE,0,NA,2022-11-26 20:23:36,FALSE,NA,"1596600582072041474",NA,"<a href=""https://www.blackettmusic.com"" rel=""nofollow"">BlackettMusic.com rtArtBoost</a>","rtArtBoost",4,TRUE,FALSE,NA,NA
"RT @jpfrombirth: MY WAKANDA FOREVER SONG IS OUT NOW ON ALL STREAMING PLATFORMS! LINK HERE https://t.co/qoSpIbTa8P 🔥🔥🔥🔥🔥🔥

#Wakanda #wakanda…",FALSE,0,NA,2022-11-26 19:33:32,FALSE,NA,"1596587980827037696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theone__jp",4,TRUE,FALSE,NA,NA
"RT @jpfrombirth: MY WAKANDA FOREVER SONG IS OUT NOW ON ALL STREAMING PLATFORMS! LINK HERE https://t.co/qoSpIbTa8P 🔥🔥🔥🔥🔥🔥

#Wakanda #wakanda…",FALSE,0,NA,2022-11-26 19:33:03,FALSE,NA,"1596587860806828034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gamerhooduk",4,TRUE,FALSE,NA,NA
"RT @jpfrombirth: MY WAKANDA FOREVER SONG IS OUT NOW ON ALL STREAMING PLATFORMS! LINK HERE https://t.co/qoSpIbTa8P 🔥🔥🔥🔥🔥🔥

#Wakanda #wakanda…",FALSE,0,NA,2022-11-26 19:32:52,FALSE,NA,"1596587813730152448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpfrombirth",4,TRUE,FALSE,NA,NA
"@RubikaLiyaquat @IndiGo6E Been to Gujarat hundreds of times but never been to Gujarat Airport. #Wakanda",FALSE,0,"RubikaLiyaquat",2022-11-26 19:29:41,FALSE,"1596517453856911361","1596587011145891840","1062742964","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","letsgonespan",0,FALSE,FALSE,NA,NA
"MY WAKANDA FOREVER SONG IS OUT NOW ON ALL STREAMING PLATFORMS! LINK HERE https://t.co/qoSpIbTa8P 🔥🔥🔥🔥🔥🔥

#Wakanda… https://t.co/nNvdea3ddL",FALSE,8,NA,2022-11-26 19:28:25,TRUE,NA,"1596586694232477696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpfrombirth",4,FALSE,FALSE,NA,NA
"(BuzzFeed):12 Reasons ""#Wakanda #Forever"" Star Angela Bassett, AKA Queen Ramonda, DESERVES An Oscar Nomination : Ma… https://t.co/HC1h9pqa9d",FALSE,0,NA,2022-11-26 19:08:17,TRUE,NA,"1596581627630690304",NA,"<a href=""http://www.newsoneplace.com"" rel=""nofollow"">Newsoneplace To Twitter</a>","newsoneplace",0,FALSE,FALSE,NA,NA
"Behold the beauty of #Wakanda. Here are the perfect #BlackPanther gifts for the strongest warrior in your life. https://t.co/XoUondXxZV",FALSE,0,NA,2022-11-26 19:00:03,FALSE,NA,"1596579555653058560",NA,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>","PopverseSays",0,FALSE,FALSE,NA,NA
"RT @pip_pod: We have a bonus podcast for you this week!  This episode we are discussing Wakanda.

https://t.co/rIWY22Gq2q

https://t.co/Sud…",FALSE,0,NA,2022-11-26 18:38:39,FALSE,NA,"1596574168249782276",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrkennethwilson",2,TRUE,FALSE,NA,NA
"With or without a solo movie in the works, the reaction to #Wakanda Forever makes it clear that Namor is a bright n… https://t.co/b4U7qPjzE8",FALSE,1,NA,2022-11-26 18:21:09,TRUE,NA,"1596569764704702464",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","puregeekoficial",0,FALSE,FALSE,NA,NA
"Happy #Caturday 🐾 #Wakanda purrever https://t.co/mCRXbxxShl",FALSE,4,NA,2022-11-26 18:12:25,FALSE,NA,"1596567567530745856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JennyPowell859",1,FALSE,FALSE,NA,NA
"What does this proverb mean to you? 🤔

Visit https://t.co/2VcCbG0K3O for more African proverbs.
Use #africanvibes t… https://t.co/p1x1RhODz8",FALSE,3,NA,2022-11-26 18:00:00,TRUE,NA,"1596564441088552960",NA,"<a href=""https://www.semrush.com/"" rel=""nofollow"">Semrush Social Media Tool</a>","africanvibes",1,FALSE,FALSE,NA,NA
"RT @fvf_podcast: Watch out for those water bombs @lights.camera.rant  
https://t.co/B350eCAfZ4
#marvel #mcu #blackpanther2 #wakandaforever…",FALSE,0,NA,2022-11-26 17:18:14,FALSE,NA,"1596553931722608642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mphbond90",1,TRUE,FALSE,NA,NA
"@JacquelynGill Honestly you all must be exhausted from all the shushing things up!

They are the same people who (f… https://t.co/4LKTb8XZR1",FALSE,2,"JacquelynGill",2022-11-26 17:18:02,TRUE,"1596550523368636416","1596553879943925760","112475924","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeamusMRyan1",0,FALSE,FALSE,NA,NA
"RT @chiderao_art: 'Avatar (Black Male)' {Self Portrait} || @ChideraOkolo • @aaf_lagos @NaijaMadeMe

#art #artist #blackart #blackartist #ch…",FALSE,0,NA,2022-11-26 17:12:22,FALSE,NA,"1596552453536849922",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gmo_central",3,TRUE,FALSE,NA,NA
"Watch out for those water bombs @lights.camera.rant  
https://t.co/B350eCAfZ4
#marvel #mcu #blackpanther2… https://t.co/zTIuRlosO6",FALSE,0,NA,2022-11-26 17:03:28,TRUE,NA,"1596550214340718592",NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","fvf_podcast",1,FALSE,FALSE,NA,NA
"Learn how this imprisoned African American is making a notable splash in the art world.

Cyber Monday’s Art World E… https://t.co/2vz3sq68Vi",FALSE,0,NA,2022-11-26 17:00:59,TRUE,NA,"1596549589846589442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neojimcrowart",0,FALSE,FALSE,NA,NA
"RT @Crackle_TV: As Wakanda Forever conquers the box office, take a look back at the life and legacy of the first Black Panther in Chadwick…",FALSE,0,NA,2022-11-26 16:56:17,FALSE,NA,"1596548405735874560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swannderek17",1,TRUE,FALSE,NA,NA
"RT @pip_pod: We have a bonus podcast for you this week!  This episode we are discussing Wakanda.

https://t.co/rIWY22Gq2q

https://t.co/Sud…",FALSE,0,NA,2022-11-26 16:56:05,FALSE,NA,"1596548356951928832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dkhasar",2,TRUE,FALSE,NA,NA
"RT @afronews: Smithsonian African American Museum to honor Chadwick Boseman’s Black Panther costume in new exhibit
by Stacy M. Brown, NNPA…",FALSE,0,NA,2022-11-26 16:49:30,FALSE,NA,"1596546699581063168",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","itonybrown",5,TRUE,FALSE,NA,NA
"RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original 'Blac…",FALSE,0,NA,2022-11-26 16:34:47,FALSE,NA,"1596542999177359361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jazzchica",8,TRUE,FALSE,NA,NA
"RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original 'Blac…",FALSE,0,NA,2022-11-26 16:29:14,FALSE,NA,"1596541601937240066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QueenOfRats",8,TRUE,FALSE,NA,NA
"RT @Cryptoguru_cg: While other meme coin developers are busy abandoning their projects, $WKD developers are busy #building. The future is s…",FALSE,0,NA,2022-11-26 16:24:32,FALSE,NA,"1596540418220777472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReyPabl1",6,TRUE,FALSE,NA,NA
"RT @AndamaniTimes: @The_Zeal_In_Ani @NorthGovernment #RUMINT Alert!

#ANIslands Aborigines signed MoU with #Wakanda Tribes!
They have been…",FALSE,0,NA,2022-11-26 16:24:30,FALSE,NA,"1596540410708783104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndamaniTimes",1,TRUE,FALSE,NA,NA
"@The_Zeal_In_Ani @NorthGovernment #RUMINT Alert!

#ANIslands Aborigines signed MoU with #Wakanda Tribes!
They have… https://t.co/AqEMsOSYhG",FALSE,0,"The_Zeal_In_Ani",2022-11-26 16:24:04,TRUE,"1596537140292497409","1596540299060604934","744386947334840321","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndamaniTimes",1,FALSE,FALSE,NA,NA
"We have a bonus podcast for you this week!  This episode we are discussing Wakanda.

https://t.co/rIWY22Gq2q… https://t.co/7Rcxt71K5a",FALSE,2,NA,2022-11-26 16:02:41,TRUE,NA,"1596534917915369475",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pip_pod",2,FALSE,FALSE,NA,NA
"RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original 'Blac…",FALSE,0,NA,2022-11-26 15:23:29,FALSE,NA,"1596525051964162049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","norendey351",8,TRUE,FALSE,NA,NA
"RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original 'Blac…",FALSE,0,NA,2022-11-26 14:53:44,FALSE,NA,"1596517566242922497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GregAndree71",8,TRUE,FALSE,NA,NA
"#RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Sh… https://t.co/cGJMfycQMj",FALSE,0,NA,2022-11-26 14:39:32,TRUE,NA,"1596513992792543234",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sixstringthry",0,FALSE,FALSE,NA,NA
"RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original 'Blac…",FALSE,0,NA,2022-11-26 14:39:32,FALSE,NA,"1596513992151007233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adashofkenya",8,TRUE,FALSE,NA,NA
"RT @RollingStone: Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original 'Blac…",FALSE,0,NA,2022-11-26 14:34:57,FALSE,NA,"1596512838906007553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CalZole",8,TRUE,FALSE,NA,NA
"Yes, Dominique Thorne — a.k.a. Riri Williams in #Wakanda Forever — came this close to playing Shuri in the original… https://t.co/nyTDOvweNE",FALSE,26,NA,2022-11-26 14:34:01,TRUE,NA,"1596512606764040192",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RollingStone",8,FALSE,FALSE,NA,NA
"RT @JosephC86174868: .@USC Santa Barbara's Black Students Union holds free Black Panther: #Wakanda Forever screening - but asks white stude…",FALSE,0,NA,2022-11-26 14:31:59,FALSE,NA,"1596512095302209536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jayeffeg",1,TRUE,FALSE,NA,NA
"RT @youifyjoshua: @CryptoXMad #Wakanda Burn. to the moon",FALSE,0,NA,2022-11-26 14:26:25,FALSE,NA,"1596510694538899459",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","udohedidiongph1",1,TRUE,FALSE,NA,NA
"From our trip to #Wakanda I'm on left https://t.co/k2DWQWI3YE",FALSE,1,NA,2022-11-26 14:06:15,FALSE,NA,"1596505615379345408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DontBeLikeRyan",0,FALSE,FALSE,NA,NA
"@CryptoXMad #Wakanda Burn. to the moon",FALSE,1,"CryptoXMad",2022-11-26 13:59:35,FALSE,"1596481202185183233","1596503940094652417","3234245270","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","youifyjoshua",1,FALSE,FALSE,NA,NA
"Watch Black Panther: Wakanda Forever 2022
Streaming Now! 👉 https://t.co/So4DhEuZoL

#blackpanther #wakanda #movies… https://t.co/tPwwPqWao7",FALSE,0,NA,2022-11-26 13:57:37,TRUE,NA,"1596503446726660098",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lamar17165774",0,FALSE,FALSE,NA,NA
"RT @NOWNOWNigeria: The Black Panther II premier.
What an experience!

#nownow #blackpanther #brodashaggi #wakanda https://t.co/4aVg0yTwzy",FALSE,0,NA,2022-11-26 13:15:14,FALSE,NA,"1596492777256263683",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KeshiSunday",2,TRUE,FALSE,NA,NA
"Shop #Marvel Frames, Prints, Puzzles, Towels, Phone cases and more  &gt;&gt; https://t.co/ScpjsWVJId &lt;&lt; #Avengers… https://t.co/kSVop1hPBv",FALSE,1,NA,2022-11-26 13:00:02,TRUE,NA,"1596488952738852864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","habshype",1,FALSE,FALSE,NA,NA
